+--------------+----------------------+
|     Gene     | Number of Variations |
|  NR_038420   |          0           |
|  NR_038403   |          0           |
|  NR_038397   |          0           |
|  NR_038351   |          0           |
|  NR_038324   |          0           |
|  NR_038320   |          0           |
|  NR_038280   |          0           |
|  NR_038261   |          0           |
|  NR_038260   |          0           |
|  NR_038252   |          0           |
|  NR_038135   |          0           |
|  NR_038072   |          0           |
|  NR_037937   |          0           |
|  NR_037894   |          0           |
|  NR_037892   |          0           |
|  NR_037870   |          0           |
|  NR_037869   |          0           |
|  NR_037868   |          0           |
|  NR_037851   |          0           |
|  NR_037850   |          0           |
|  NR_037847   |          0           |
|  NR_037845   |          0           |
|  NR_037844   |          0           |
|  NR_037668   |          0           |
|  NR_037667   |          0           |
|  NR_037664   |          0           |
|  NR_037663   |          0           |
|  NR_037642   |          0           |
|  NR_037637   |          0           |
|  NR_037636   |          0           |
|  NR_037635   |          0           |
|  NR_037634   |          0           |
|  NR_037633   |          0           |
|  NR_037632   |          0           |
|  NR_037607   |          0           |
|  NR_037606   |          0           |
|  NR_037605   |          0           |
|  NR_037583   |          0           |
|  NR_037580   |          0           |
|  NR_037577   |          0           |
|  NR_037576   |          0           |
|  NR_037481   |          0           |
|  NR_037480   |          0           |
|  NR_037446   |          0           |
|  NR_037443   |          0           |
|  NR_037432   |          0           |
|  NR_037431   |          0           |
|  NR_037415   |          0           |
|  NR_037400   |          0           |
|  NR_037182   |          0           |
|  NR_037167   |          0           |
|  NR_036753   |          0           |
|  NR_036695   |          0           |
|  NR_036683   |          0           |
|  NR_036640   |          0           |
|  NR_036639   |          0           |
|  NR_036638   |          0           |
|  NR_036637   |          0           |
|  NR_036634   |          0           |
|  NR_036595   |          0           |
|  NR_036565   |          0           |
|  NR_036564   |          0           |
|  NR_036557   |          0           |
|  NR_036541   |          0           |
|  NR_036540   |          0           |
|  NR_036493   |          0           |
|  NR_036492   |          0           |
|  NR_036490   |          0           |
|  NR_036473   |          0           |
|  NR_036461   |          0           |
|  NR_036437   |          0           |
|  NR_036268   |          0           |
|  NR_036267   |          0           |
|  NR_036266   |          0           |
|  NR_036218   |          0           |
|  NR_036217   |          0           |
|  NR_036216   |          0           |
|  NR_036215   |          0           |
|  NR_036214   |          0           |
|  NR_036213   |          0           |
|  NR_036212   |          0           |
|  NR_036211   |          0           |
|  NR_036210   |          0           |
|  NR_036070   |          0           |
|  NR_036069   |          0           |
|  NR_036068   |          0           |
|  NR_036067   |          0           |
|  NR_036066   |          0           |
|  NR_036065   |          0           |
|  NR_036064   |          0           |
|  NR_036060   |          0           |
|  NR_036059   |          0           |
|  NR_036058   |          0           |
|  NR_036057   |          0           |
|  NR_036051   |          0           |
|  NR_034182   |          0           |
|  NR_034180   |          0           |
|  NR_034168   |          0           |
|  NR_034151   |          0           |
|  NR_034150   |          0           |
|  NR_034131   |          0           |
|  NR_034126   |          0           |
|  NR_034091   |          0           |
|  NR_034089   |          0           |
|  NR_034072   |          0           |
|  NR_034040   |          0           |
|  NR_034037   |          0           |
|  NR_034035   |          0           |
|  NR_033998   |          0           |
|  NR_033990   |          0           |
|  NR_033981   |          0           |
|  NR_033966   |          0           |
|  NR_033946   |          0           |
|  NR_033927   |          0           |
|  NR_033926   |          0           |
|  NR_033887   |          0           |
|  NR_033827   |          0           |
|  NR_033826   |          0           |
|  NR_033824   |          0           |
|  NR_033712   |          0           |
|  NR_033711   |          0           |
|  NR_033710   |          0           |
|  NR_033709   |          0           |
|  NR_033708   |          0           |
|  NR_033704   |          0           |
|  NR_033691   |          0           |
|  NR_033690   |          0           |
